coverage_id,pool_id,peptide_id,plate_id,well_id
coverage_1,pool_10,peptide_59,1,A2
coverage_1,pool_10,peptide_67,1,A2
coverage_1,pool_10,peptide_68,1,A2
coverage_1,pool_10,peptide_69,1,A2
coverage_1,pool_10,peptide_70,1,A2
coverage_1,pool_10,peptide_95,1,A2
coverage_1,pool_10,peptide_115,1,A2
coverage_1,pool_11,peptide_28,1,A3
coverage_1,pool_11,peptide_46,1,A3
coverage_1,pool_11,peptide_55,1,A3
coverage_1,pool_11,peptide_56,1,A3
coverage_1,pool_11,peptide_65,1,A3
coverage_1,pool_11,peptide_76,1,A3
coverage_1,pool_11,peptide_98,1,A3
coverage_1,pool_11,peptide_114,1,A3
coverage_1,pool_12,peptide_20,1,A4
coverage_1,pool_12,peptide_30,1,A4
coverage_1,pool_12,peptide_34,1,A4
coverage_1,pool_12,peptide_35,1,A4
coverage_1,pool_12,peptide_36,1,A4
coverage_1,pool_12,peptide_42,1,A4
coverage_1,pool_12,peptide_92,1,A4
coverage_1,pool_12,peptide_116,1,A4
coverage_1,pool_13,peptide_40,1,A5
coverage_1,pool_13,peptide_49,1,A5
coverage_1,pool_13,peptide_50,1,A5
coverage_1,pool_13,peptide_52,1,A5
coverage_1,pool_13,peptide_60,1,A5
coverage_1,pool_13,peptide_62,1,A5
coverage_1,pool_13,peptide_66,1,A5
coverage_1,pool_13,peptide_107,1,A5
coverage_1,pool_14,peptide_21,1,A6
coverage_1,pool_14,peptide_23,1,A6
coverage_1,pool_14,peptide_25,1,A6
coverage_1,pool_14,peptide_29,1,A6
coverage_1,pool_14,peptide_31,1,A6
coverage_1,pool_14,peptide_90,1,A6
coverage_1,pool_14,peptide_101,1,A6
coverage_1,pool_14,peptide_103,1,A6
coverage_1,pool_15,peptide_72,1,A7
coverage_1,pool_15,peptide_78,1,A7
coverage_1,pool_15,peptide_83,1,A7
coverage_1,pool_15,peptide_84,1,A7
coverage_1,pool_15,peptide_86,1,A7
coverage_1,pool_15,peptide_87,1,A7
coverage_1,pool_15,peptide_93,1,A7
coverage_1,pool_15,peptide_104,1,A7
coverage_2,pool_16,peptide_3,1,A8
coverage_2,pool_16,peptide_8,1,A8
coverage_2,pool_16,peptide_14,1,A8
coverage_2,pool_16,peptide_97,1,A8
coverage_2,pool_16,peptide_100,1,A8
coverage_2,pool_16,peptide_104,1,A8
coverage_2,pool_16,peptide_112,1,A8
coverage_2,pool_16,peptide_114,1,A8
coverage_2,pool_17,peptide_7,1,A9
coverage_2,pool_17,peptide_9,1,A9
coverage_2,pool_17,peptide_38,1,A9
coverage_2,pool_17,peptide_42,1,A9
coverage_2,pool_17,peptide_45,1,A9
coverage_2,pool_17,peptide_70,1,A9
coverage_2,pool_17,peptide_73,1,A9
coverage_2,pool_17,peptide_91,1,A9
coverage_2,pool_18,peptide_4,1,A10
coverage_2,pool_18,peptide_12,1,A10
coverage_2,pool_18,peptide_18,1,A10
coverage_2,pool_18,peptide_23,1,A10
coverage_2,pool_18,peptide_24,1,A10
coverage_2,pool_18,peptide_26,1,A10
coverage_2,pool_18,peptide_78,1,A10
coverage_2,pool_18,peptide_115,1,A10
coverage_2,pool_19,peptide_5,1,A11
coverage_2,pool_19,peptide_13,1,A11
coverage_2,pool_19,peptide_15,1,A11
coverage_2,pool_19,peptide_21,1,A11
coverage_2,pool_19,peptide_41,1,A11
coverage_2,pool_19,peptide_55,1,A11
coverage_2,pool_19,peptide_60,1,A11
coverage_2,pool_19,peptide_93,1,A11
coverage_2,pool_20,peptide_11,1,B1
coverage_2,pool_20,peptide_34,1,B1
coverage_2,pool_20,peptide_37,1,B1
coverage_2,pool_20,peptide_56,1,B1
coverage_2,pool_20,peptide_69,1,B1
coverage_2,pool_20,peptide_84,1,B1
coverage_2,pool_20,peptide_102,1,B1
coverage_2,pool_20,peptide_118,1,B1
coverage_2,pool_21,peptide_36,1,B2
coverage_2,pool_21,peptide_50,1,B2
coverage_2,pool_21,peptide_58,1,B2
coverage_2,pool_21,peptide_68,1,B2
coverage_2,pool_21,peptide_75,1,B2
coverage_2,pool_21,peptide_81,1,B2
coverage_2,pool_21,peptide_86,1,B2
coverage_2,pool_21,peptide_90,1,B2
coverage_2,pool_22,peptide_40,1,B3
coverage_2,pool_22,peptide_57,1,B3
coverage_2,pool_22,peptide_67,1,B3
coverage_2,pool_22,peptide_83,1,B3
coverage_2,pool_22,peptide_88,1,B3
coverage_2,pool_22,peptide_92,1,B3
coverage_2,pool_22,peptide_96,1,B3
coverage_2,pool_22,peptide_110,1,B3
coverage_2,pool_23,peptide_22,1,B4
coverage_2,pool_23,peptide_54,1,B4
coverage_2,pool_23,peptide_103,1,B4
coverage_2,pool_23,peptide_105,1,B4
coverage_2,pool_23,peptide_107,1,B4
coverage_2,pool_23,peptide_109,1,B4
coverage_2,pool_23,peptide_117,1,B4
coverage_2,pool_23,peptide_120,1,B4
coverage_2,pool_24,peptide_10,1,B5
coverage_2,pool_24,peptide_52,1,B5
coverage_2,pool_24,peptide_63,1,B5
coverage_2,pool_24,peptide_72,1,B5
coverage_2,pool_24,peptide_74,1,B5
coverage_2,pool_24,peptide_80,1,B5
coverage_2,pool_24,peptide_85,1,B5
coverage_2,pool_24,peptide_101,1,B5
coverage_2,pool_25,peptide_17,1,B6
coverage_2,pool_25,peptide_19,1,B6
coverage_2,pool_25,peptide_20,1,B6
coverage_2,pool_25,peptide_27,1,B6
coverage_2,pool_25,peptide_29,1,B6
coverage_2,pool_25,peptide_48,1,B6
coverage_2,pool_25,peptide_51,1,B6
coverage_2,pool_25,peptide_53,1,B6
coverage_2,pool_26,peptide_33,1,B7
coverage_2,pool_26,peptide_35,1,B7
coverage_2,pool_26,peptide_39,1,B7
coverage_2,pool_26,peptide_64,1,B7
coverage_2,pool_26,peptide_65,1,B7
coverage_2,pool_26,peptide_82,1,B7
coverage_2,pool_26,peptide_87,1,B7
coverage_2,pool_26,peptide_89,1,B7
coverage_2,pool_27,peptide_47,1,B8
coverage_2,pool_27,peptide_61,1,B8
coverage_2,pool_27,peptide_62,1,B8
coverage_2,pool_27,peptide_71,1,B8
coverage_2,pool_27,peptide_77,1,B8
coverage_2,pool_27,peptide_98,1,B8
coverage_2,pool_27,peptide_111,1,B8
coverage_2,pool_27,peptide_116,1,B8
coverage_2,pool_28,peptide_16,1,B9
coverage_2,pool_28,peptide_28,1,B9
coverage_2,pool_28,peptide_30,1,B9
coverage_2,pool_28,peptide_31,1,B9
coverage_2,pool_28,peptide_32,1,B9
coverage_2,pool_28,peptide_94,1,B9
coverage_2,pool_28,peptide_106,1,B9
coverage_2,pool_28,peptide_108,1,B9
coverage_2,pool_29,peptide_25,1,B10
coverage_2,pool_29,peptide_66,1,B10
coverage_2,pool_29,peptide_76,1,B10
coverage_2,pool_29,peptide_79,1,B10
coverage_2,pool_29,peptide_95,1,B10
coverage_2,pool_29,peptide_99,1,B10
coverage_2,pool_29,peptide_113,1,B10
coverage_2,pool_29,peptide_119,1,B10
coverage_2,pool_30,peptide_1,1,B12
coverage_2,pool_30,peptide_2,1,B12
coverage_2,pool_30,peptide_6,1,B12
coverage_2,pool_30,peptide_43,1,B12
coverage_2,pool_30,peptide_44,1,B12
coverage_2,pool_30,peptide_46,1,B12
coverage_2,pool_30,peptide_49,1,B12
coverage_2,pool_30,peptide_59,1,B12
