coverage_id,pool_id,peptide_id,plate_id,well_id
coverage_2,pool_18,peptide_26,1,A10
coverage_2,pool_18,peptide_38,1,A10
coverage_2,pool_18,peptide_44,1,A10
coverage_2,pool_18,peptide_48,1,A10
coverage_2,pool_18,peptide_50,1,A10
coverage_2,pool_18,peptide_51,1,A10
coverage_2,pool_18,peptide_65,1,A10
coverage_2,pool_18,peptide_94,1,A10
coverage_2,pool_19,peptide_25,1,A11
coverage_2,pool_19,peptide_28,1,A11
coverage_2,pool_19,peptide_29,1,A11
coverage_2,pool_19,peptide_30,1,A11
coverage_2,pool_19,peptide_35,1,A11
coverage_2,pool_19,peptide_39,1,A11
coverage_2,pool_19,peptide_40,1,A11
coverage_2,pool_19,peptide_43,1,A11
coverage_2,pool_19,peptide_71,1,A11
coverage_2,pool_19,peptide_92,1,A11
coverage_2,pool_20,peptide_1,1,B1
coverage_2,pool_20,peptide_17,1,B1
coverage_2,pool_20,peptide_42,1,B1
coverage_2,pool_20,peptide_46,1,B1
coverage_2,pool_20,peptide_66,1,B1
coverage_2,pool_20,peptide_77,1,B1
coverage_2,pool_20,peptide_85,1,B1
coverage_2,pool_20,peptide_91,1,B1
coverage_2,pool_20,peptide_99,1,B1
coverage_2,pool_20,peptide_100,1,B1
