coverage_id,pool_id,peptide_id,plate_id,well_id
coverage_2,pool_28,peptide_90,1,B9
coverage_2,pool_28,peptide_92,1,B9
coverage_2,pool_29,peptide_15,1,B10
coverage_2,pool_29,peptide_59,1,B10
coverage_2,pool_29,peptide_67,1,B10
coverage_2,pool_29,peptide_70,1,B10
coverage_2,pool_29,peptide_81,1,B10
coverage_2,pool_30,peptide_77,1,B12
coverage_2,pool_30,peptide_79,1,B12
coverage_2,pool_30,peptide_80,1,B12
coverage_2,pool_30,peptide_83,1,B12
coverage_2,pool_30,peptide_86,1,B12
coverage_2,pool_31,peptide_20,1,C1
coverage_2,pool_31,peptide_37,1,C1
coverage_2,pool_31,peptide_46,1,C1
coverage_2,pool_31,peptide_51,1,C1
coverage_2,pool_31,peptide_63,1,C1
coverage_2,pool_32,peptide_14,1,C2
coverage_2,pool_32,peptide_19,1,C2
coverage_2,pool_32,peptide_26,1,C2
coverage_2,pool_32,peptide_43,1,C2
coverage_2,pool_32,peptide_47,1,C2
coverage_2,pool_33,peptide_17,1,C3
coverage_2,pool_33,peptide_35,1,C3
coverage_2,pool_33,peptide_36,1,C3
coverage_2,pool_33,peptide_57,1,C3
coverage_2,pool_33,peptide_62,1,C3
coverage_2,pool_34,peptide_24,1,C4
coverage_2,pool_34,peptide_25,1,C4
coverage_2,pool_34,peptide_93,1,C4
coverage_2,pool_34,peptide_96,1,C4
coverage_2,pool_34,peptide_99,1,C4
coverage_2,pool_35,peptide_18,1,C5
coverage_2,pool_35,peptide_29,1,C5
coverage_2,pool_35,peptide_31,1,C5
coverage_2,pool_35,peptide_39,1,C5
coverage_2,pool_35,peptide_75,1,C5
coverage_2,pool_36,peptide_69,1,C6
coverage_2,pool_36,peptide_74,1,C6
coverage_2,pool_36,peptide_78,1,C6
coverage_2,pool_36,peptide_82,1,C6
coverage_2,pool_36,peptide_98,1,C6
coverage_2,pool_37,peptide_44,1,C7
coverage_2,pool_37,peptide_50,1,C7
coverage_2,pool_37,peptide_53,1,C7
coverage_2,pool_37,peptide_54,1,C7
coverage_2,pool_37,peptide_61,1,C7
coverage_2,pool_38,peptide_27,1,C8
coverage_2,pool_38,peptide_30,1,C8
coverage_2,pool_38,peptide_56,1,C8
coverage_2,pool_38,peptide_95,1,C8
coverage_2,pool_38,peptide_100,1,C8
coverage_2,pool_39,peptide_22,1,C9
coverage_2,pool_39,peptide_40,1,C9
coverage_2,pool_39,peptide_48,1,C9
coverage_2,pool_39,peptide_87,1,C9
coverage_2,pool_39,peptide_91,1,C9
coverage_2,pool_40,peptide_1,1,C11
coverage_2,pool_40,peptide_2,1,C11
coverage_2,pool_40,peptide_45,1,C11
coverage_2,pool_40,peptide_60,1,C11
coverage_2,pool_40,peptide_89,1,C11
coverage_3,pool_41,peptide_2,1,C12
coverage_3,pool_41,peptide_3,1,C12
coverage_3,pool_41,peptide_9,1,C12
coverage_3,pool_41,peptide_64,1,C12
coverage_3,pool_41,peptide_96,1,C12
coverage_3,pool_42,peptide_4,1,D1
coverage_3,pool_42,peptide_6,1,D1
coverage_3,pool_42,peptide_15,1,D1
coverage_3,pool_42,peptide_24,1,D1
coverage_3,pool_42,peptide_27,1,D1
coverage_3,pool_43,peptide_25,1,D2
coverage_3,pool_43,peptide_52,1,D2
coverage_3,pool_43,peptide_95,1,D2
coverage_3,pool_43,peptide_97,1,D2
coverage_3,pool_43,peptide_98,1,D2
coverage_3,pool_44,peptide_5,1,D3
coverage_3,pool_44,peptide_34,1,D3
coverage_3,pool_44,peptide_60,1,D3
coverage_3,pool_44,peptide_62,1,D3
coverage_3,pool_44,peptide_83,1,D3
coverage_3,pool_45,peptide_40,1,D4
coverage_3,pool_45,peptide_56,1,D4
coverage_3,pool_45,peptide_59,1,D4
coverage_3,pool_45,peptide_74,1,D4
coverage_3,pool_45,peptide_76,1,D4
coverage_3,pool_46,peptide_7,1,D5
coverage_3,pool_46,peptide_36,1,D5
coverage_3,pool_46,peptide_68,1,D5
coverage_3,pool_46,peptide_73,1,D5
coverage_3,pool_46,peptide_80,1,D5
coverage_3,pool_47,peptide_8,1,D6
coverage_3,pool_47,peptide_22,1,D6
coverage_3,pool_47,peptide_31,1,D6
coverage_3,pool_47,peptide_37,1,D6
coverage_3,pool_47,peptide_38,1,D6
coverage_3,pool_48,peptide_12,1,D7
coverage_3,pool_48,peptide_13,1,D7
coverage_3,pool_48,peptide_51,1,D7
coverage_3,pool_48,peptide_70,1,D7
coverage_3,pool_48,peptide_88,1,D7
coverage_3,pool_49,peptide_10,1,D8
coverage_3,pool_49,peptide_39,1,D8
coverage_3,pool_49,peptide_54,1,D8
coverage_3,pool_49,peptide_78,1,D8
coverage_3,pool_49,peptide_89,1,D8
coverage_3,pool_50,peptide_11,1,D10
coverage_3,pool_50,peptide_61,1,D10
coverage_3,pool_50,peptide_82,1,D10
coverage_3,pool_50,peptide_86,1,D10
coverage_3,pool_50,peptide_91,1,D10
coverage_3,pool_51,peptide_18,1,D11
coverage_3,pool_51,peptide_42,1,D11
coverage_3,pool_51,peptide_46,1,D11
coverage_3,pool_51,peptide_49,1,D11
coverage_3,pool_51,peptide_81,1,D11
coverage_3,pool_52,peptide_43,1,D12
coverage_3,pool_52,peptide_50,1,D12
coverage_3,pool_52,peptide_55,1,D12
coverage_3,pool_52,peptide_58,1,D12
coverage_3,pool_52,peptide_87,1,D12
coverage_3,pool_53,peptide_14,1,E1
coverage_3,pool_53,peptide_72,1,E1
coverage_3,pool_53,peptide_79,1,E1
coverage_3,pool_53,peptide_85,1,E1
coverage_3,pool_53,peptide_94,1,E1
coverage_3,pool_54,peptide_19,1,E2
coverage_3,pool_54,peptide_53,1,E2
coverage_3,pool_54,peptide_66,1,E2
coverage_3,pool_54,peptide_67,1,E2
coverage_3,pool_54,peptide_93,1,E2
coverage_3,pool_55,peptide_16,1,E3
coverage_3,pool_55,peptide_26,1,E3
coverage_3,pool_55,peptide_28,1,E3
coverage_3,pool_55,peptide_32,1,E3
coverage_3,pool_55,peptide_92,1,E3
coverage_3,pool_56,peptide_17,1,E4
coverage_3,pool_56,peptide_23,1,E4
coverage_3,pool_56,peptide_29,1,E4
coverage_3,pool_56,peptide_30,1,E4
coverage_3,pool_56,peptide_47,1,E4
coverage_3,pool_57,peptide_20,1,E5
coverage_3,pool_57,peptide_84,1,E5
coverage_3,pool_57,peptide_90,1,E5
coverage_3,pool_57,peptide_99,1,E5
coverage_3,pool_57,peptide_100,1,E5
coverage_3,pool_58,peptide_45,1,E6
coverage_3,pool_58,peptide_63,1,E6
coverage_3,pool_58,peptide_65,1,E6
coverage_3,pool_58,peptide_69,1,E6
coverage_3,pool_58,peptide_71,1,E6
coverage_3,pool_59,peptide_21,1,E7
coverage_3,pool_59,peptide_41,1,E7
coverage_3,pool_59,peptide_44,1,E7
coverage_3,pool_59,peptide_48,1,E7
coverage_3,pool_59,peptide_57,1,E7
coverage_3,pool_60,peptide_1,1,E9
coverage_3,pool_60,peptide_33,1,E9
coverage_3,pool_60,peptide_35,1,E9
coverage_3,pool_60,peptide_75,1,E9
coverage_3,pool_60,peptide_77,1,E9
coverage_4,pool_61,peptide_2,1,E10
coverage_4,pool_61,peptide_5,1,E10
coverage_4,pool_61,peptide_6,1,E10
coverage_4,pool_61,peptide_7,1,E10
coverage_4,pool_61,peptide_10,1,E10
coverage_4,pool_62,peptide_3,1,E11
coverage_4,pool_62,peptide_52,1,E11
coverage_4,pool_62,peptide_54,1,E11
coverage_4,pool_62,peptide_75,1,E11
coverage_4,pool_62,peptide_86,1,E11
coverage_4,pool_63,peptide_4,1,E12
coverage_4,pool_63,peptide_40,1,E12
coverage_4,pool_63,peptide_41,1,E12
coverage_4,pool_63,peptide_43,1,E12
coverage_4,pool_63,peptide_45,1,E12
coverage_4,pool_64,peptide_50,1,F1
coverage_4,pool_64,peptide_64,1,F1
coverage_4,pool_64,peptide_67,1,F1
coverage_4,pool_64,peptide_69,1,F1
coverage_4,pool_64,peptide_95,1,F1
coverage_4,pool_65,peptide_25,1,F2
coverage_4,pool_65,peptide_47,1,F2
coverage_4,pool_65,peptide_55,1,F2
coverage_4,pool_65,peptide_72,1,F2
coverage_4,pool_65,peptide_77,1,F2
coverage_4,pool_66,peptide_44,1,F3
coverage_4,pool_66,peptide_60,1,F3
coverage_4,pool_66,peptide_63,1,F3
coverage_4,pool_66,peptide_74,1,F3
coverage_4,pool_66,peptide_88,1,F3
coverage_4,pool_67,peptide_8,1,F4
coverage_4,pool_67,peptide_23,1,F4
coverage_4,pool_67,peptide_24,1,F4
coverage_4,pool_67,peptide_26,1,F4
coverage_4,pool_67,peptide_46,1,F4
coverage_4,pool_68,peptide_9,1,F5
coverage_4,pool_68,peptide_20,1,F5
coverage_4,pool_68,peptide_34,1,F5
coverage_4,pool_68,peptide_35,1,F5
coverage_4,pool_68,peptide_73,1,F5
coverage_4,pool_69,peptide_51,1,F6
coverage_4,pool_69,peptide_56,1,F6
coverage_4,pool_69,peptide_57,1,F6
coverage_4,pool_69,peptide_66,1,F6
coverage_4,pool_69,peptide_79,1,F6
coverage_4,pool_70,peptide_11,1,F8
coverage_4,pool_70,peptide_30,1,F8
coverage_4,pool_70,peptide_31,1,F8
coverage_4,pool_70,peptide_36,1,F8
coverage_4,pool_70,peptide_94,1,F8
coverage_4,pool_71,peptide_12,1,F9
coverage_4,pool_71,peptide_38,1,F9
coverage_4,pool_71,peptide_39,1,F9
coverage_4,pool_71,peptide_61,1,F9
coverage_4,pool_71,peptide_96,1,F9
coverage_4,pool_72,peptide_13,1,F10
coverage_4,pool_72,peptide_27,1,F10
coverage_4,pool_72,peptide_28,1,F10
coverage_4,pool_72,peptide_37,1,F10
coverage_4,pool_72,peptide_99,1,F10
coverage_4,pool_73,peptide_14,1,F11
coverage_4,pool_73,peptide_42,1,F11
coverage_4,pool_73,peptide_48,1,F11
coverage_4,pool_73,peptide_58,1,F11
coverage_4,pool_73,peptide_62,1,F11
coverage_4,pool_74,peptide_15,1,F12
coverage_4,pool_74,peptide_22,1,F12
coverage_4,pool_74,peptide_33,1,F12
coverage_4,pool_74,peptide_83,1,F12
coverage_4,pool_74,peptide_90,1,F12
coverage_4,pool_75,peptide_16,1,G1
coverage_4,pool_75,peptide_29,1,G1
coverage_4,pool_75,peptide_89,1,G1
coverage_4,pool_75,peptide_91,1,G1
coverage_4,pool_75,peptide_98,1,G1
coverage_4,pool_76,peptide_68,1,G2
coverage_4,pool_76,peptide_70,1,G2
coverage_4,pool_76,peptide_71,1,G2
coverage_4,pool_76,peptide_76,1,G2
coverage_4,pool_76,peptide_78,1,G2
coverage_4,pool_77,peptide_18,1,G3
coverage_4,pool_77,peptide_84,1,G3
coverage_4,pool_77,peptide_92,1,G3
coverage_4,pool_77,peptide_93,1,G3
coverage_4,pool_77,peptide_97,1,G3
coverage_4,pool_78,peptide_19,1,G4
coverage_4,pool_78,peptide_49,1,G4
coverage_4,pool_78,peptide_59,1,G4
coverage_4,pool_78,peptide_65,1,G4
coverage_4,pool_78,peptide_80,1,G4
coverage_4,pool_79,peptide_21,1,G5
coverage_4,pool_79,peptide_32,1,G5
coverage_4,pool_79,peptide_81,1,G5
coverage_4,pool_79,peptide_82,1,G5
coverage_4,pool_79,peptide_85,1,G5
coverage_4,pool_80,peptide_1,1,G7
coverage_4,pool_80,peptide_17,1,G7
coverage_4,pool_80,peptide_53,1,G7
coverage_4,pool_80,peptide_87,1,G7
coverage_4,pool_80,peptide_100,1,G7
